visit_id,member_id,venue_id,venue_name,venue_type,visit_date,market
VIS000975,M00506,V0179,Super Mini Golf,Mini Golf,2026-04-09,Houston
VIS000976,M00507,V0097,Wild Wildlife Center,Zoo,2025-07-19,Phoenix
VIS000977,M00507,V0062,Golden Mini Golf,Mini Golf,2025-10-04,Phoenix
VIS000978,M00507,V0063,Golden Animal Park,Zoo,2025-10-11,Phoenix
VIS000979,M00507,V0047,Sunny Wildlife Park,Wildlife Park,2025-12-08,Phoenix
VIS000980,M00507,V0053,Silver Cinema,Movie Theater,2026-01-11,Phoenix
VIS000981,M00507,V0097,Wild Wildlife Center,Zoo,2026-01-13,Phoenix
VIS000982,M00507,V0086,Super Heritage Center,Museum,2026-03-09,Phoenix
VIS000983,M00507,V0055,Mega Museum,Museum,2026-04-01,Phoenix
VIS000984,M00509,V0309,Adventure Water Play,Splash Pad,2026-03-08,Mesa
VIS000985,M00511,V0031,Adventure Garden Park,Botanical Garden,2025-11-06,Salt Lake City
VIS000986,M00512,V0254,Big Theme Park,Amusement Park,2025-09-13,Tucson
VIS000987,M00512,V0254,Big Theme Park,Amusement Park,2025-12-30,Tucson
VIS000988,M00512,V0257,Sunny Cinema,Movie Theater,2026-02-18,Tucson
VIS000989,M00513,V0316,Happy Swing Away,Batting Cages,2026-04-04,Mesa
VIS000990,M00518,V0040,Super Wildlife Park,Wildlife Park,2025-07-04,Salt Lake City
VIS000991,M00518,V0016,Grand Skating Center,Ice Skating,2026-03-14,Salt Lake City
VIS000992,M00519,V0123,Little Aquarium,Aquarium,2025-07-07,Dallas
VIS000993,M00520,V0038,Adventure Cinema,Movie Theater,2025-07-21,Salt Lake City
VIS000994,M00521,V0058,Royal Amusement Park,Amusement Park,2025-10-19,Phoenix
VIS000995,M00527,V0021,Cool Museum,Museum,2025-08-07,Salt Lake City
VIS000996,M00527,V0018,Super Theme Park,Amusement Park,2025-08-21,Salt Lake City
VIS000997,M00527,V0023,Big Wildlife Park,Wildlife Park,2025-08-28,Salt Lake City
VIS000998,M00527,V0005,Adventure Spray Park,Splash Pad,2025-09-02,Salt Lake City
VIS000999,M00527,V0023,Big Wildlife Park,Wildlife Park,2025-09-12,Salt Lake City
VIS001000,M00527,V0029,Rainbow Climbing Gym,Rock Climbing,2025-11-07,Salt Lake City
VIS001001,M00527,V0005,Adventure Spray Park,Splash Pad,2026-01-15,Salt Lake City
VIS001002,M00529,V0312,Adventure Jump Zone,Trampoline Park,2026-04-10,Mesa
VIS001003,M00530,V0261,Family Animal Park,Zoo,2026-03-24,San Antonio
VIS001004,M00531,V0044,Little Putt-Putt,Mini Golf,2025-10-23,Salt Lake City
VIS001005,M00531,V0039,Cool Escape Room,Escape Room,2025-12-13,Salt Lake City
VIS001006,M00534,V0038,Adventure Cinema,Movie Theater,2025-12-11,Salt Lake City
VIS001007,M00534,V0038,Adventure Cinema,Movie Theater,2025-12-21,Salt Lake City
VIS001008,M00534,V0037,Lucky Botanical Garden,Botanical Garden,2026-02-13,Salt Lake City
VIS001009,M00537,V0044,Little Putt-Putt,Mini Golf,2026-04-07,Salt Lake City
VIS001010,M00538,V0081,Adventure STEM World,Science Center,2026-03-20,Phoenix
VIS001011,M00540,V0370,Lucky Science Center,Science Center,2025-07-28,Fort Worth
VIS001012,M00540,V0370,Lucky Science Center,Science Center,2025-08-04,Fort Worth
VIS001013,M00540,V0370,Lucky Science Center,Science Center,2025-12-16,Fort Worth
VIS001014,M00540,V0371,Happy Tag Arena,Laser Tag,2025-12-16,Fort Worth
VIS001015,M00540,V0365,Royal Spray Park,Splash Pad,2025-12-17,Fort Worth
VIS001016,M00540,V0364,Big Zoo,Zoo,2025-12-27,Fort Worth
VIS001017,M00540,V0376,Rainbow Safari Zone,Wildlife Park,2026-01-09,Fort Worth
VIS001018,M00540,V0371,Happy Tag Arena,Laser Tag,2026-02-23,Fort Worth
VIS001019,M00540,V0362,Big Play Palace,Arcade,2026-03-13,Fort Worth
VIS001020,M00540,V0362,Big Play Palace,Arcade,2026-03-24,Fort Worth
VIS001021,M00540,V0366,Silver Arcade,Arcade,2026-03-31,Fort Worth
VIS001022,M00543,V0132,Rainbow Swing Away,Batting Cages,2025-08-24,Dallas
VIS001023,M00543,V0139,Fun Ice Palace,Ice Skating,2025-09-12,Dallas
VIS001024,M00543,V0129,Royal Science Center,Science Center,2025-09-30,Dallas
VIS001025,M00543,V0129,Royal Science Center,Science Center,2025-11-28,Dallas
VIS001026,M00543,V0145,Sunny Boulder Zone,Rock Climbing,2026-03-14,Dallas
VIS001027,M00544,V0015,Super Escape Room,Escape Room,2026-04-09,Salt Lake City
VIS001028,M00545,V0376,Rainbow Safari Zone,Wildlife Park,2025-07-17,Fort Worth
VIS001029,M00545,V0370,Lucky Science Center,Science Center,2025-08-13,Fort Worth
VIS001030,M00545,V0365,Royal Spray Park,Splash Pad,2025-09-15,Fort Worth
VIS001031,M00545,V0366,Silver Arcade,Arcade,2025-09-18,Fort Worth
VIS001032,M00545,V0362,Big Play Palace,Arcade,2025-12-15,Fort Worth
VIS001033,M00545,V0366,Silver Arcade,Arcade,2026-01-19,Fort Worth
VIS001034,M00545,V0363,Silver Skating Center,Ice Skating,2026-02-12,Fort Worth
VIS001035,M00545,V0360,Super Laser Quest,Laser Tag,2026-04-10,Fort Worth
VIS001036,M00546,V0177,Big Fun Park,Amusement Park,2025-07-27,Houston
VIS001037,M00546,V0180,Sunny Cinema,Movie Theater,2025-08-04,Houston
VIS001038,M00546,V0147,Magic Climbing Gym,Rock Climbing,2025-08-14,Houston
VIS001039,M00546,V0177,Big Fun Park,Amusement Park,2025-09-26,Houston
VIS001040,M00546,V0172,Grand Safari Zone,Wildlife Park,2025-10-11,Houston
VIS001041,M00546,V0153,Big Speedway,Go-Karts,2025-10-21,Houston
VIS001042,M00546,V0180,Sunny Cinema,Movie Theater,2025-11-06,Houston
VIS001043,M00546,V0174,Star Swing Away,Batting Cages,2025-12-09,Houston
VIS001044,M00546,V0149,Sunny Splash Pad,Splash Pad,2026-03-25,Houston
VIS001045,M00548,V0258,Little Aquarium,Aquarium,2025-08-27,Tucson
VIS001046,M00548,V0259,Mega Boulder Zone,Rock Climbing,2026-03-01,Tucson
VIS001047,M00549,V0099,Golden Water Park,Water Park,2025-06-08,Dallas
VIS001048,M00549,V0144,Little Laser Quest,Laser Tag,2025-11-19,Dallas
VIS001049,M00549,V0099,Golden Water Park,Water Park,2026-01-13,Dallas
VIS001050,M00549,V0136,Royal Amusement Park,Amusement Park,2026-03-04,Dallas
VIS001051,M00550,V0209,Cool Game Zone,Arcade,2025-12-18,Austin
VIS001052,M00552,V0300,Family Theme Park,Amusement Park,2025-09-01,Provo
VIS001053,M00552,V0299,Rainbow Movie House,Movie Theater,2025-10-02,Provo
VIS001054,M00552,V0299,Rainbow Movie House,Movie Theater,2025-11-08,Provo
VIS001055,M00552,V0293,Little Swing Away,Batting Cages,2025-11-12,Provo
VIS001056,M00552,V0303,Family Laser Quest,Laser Tag,2025-12-01,Provo
VIS001057,M00555,V0351,Rainbow Movie House,Movie Theater,2026-01-01,El Paso
VIS001058,M00556,V0209,Cool Game Zone,Arcade,2025-06-05,Austin
VIS001059,M00556,V0217,Rainbow Speedway,Go-Karts,2025-11-06,Austin
VIS001060,M00557,V0108,Mega Discovery Lab,Science Center,2025-11-15,Dallas
VIS001061,M00559,V0149,Sunny Splash Pad,Splash Pad,2025-10-25,Houston
VIS001062,M00559,V0179,Super Mini Golf,Mini Golf,2025-12-21,Houston
VIS001063,M00559,V0156,Family Arcade,Arcade,2026-01-12,Houston
VIS001064,M00561,V0227,Lucky Ice Rink,Ice Skating,2025-07-24,Boise
VIS001065,M00561,V0234,Adventure Garden Park,Botanical Garden,2026-01-10,Boise
VIS001066,M00565,V0172,Grand Safari Zone,Wildlife Park,2025-11-18,Houston
VIS001067,M00565,V0185,Royal Laser Quest,Laser Tag,2026-01-20,Houston
VIS001068,M00566,V0038,Adventure Cinema,Movie Theater,2025-09-13,Salt Lake City
VIS001069,M00566,V0015,Super Escape Room,Escape Room,2025-09-29,Salt Lake City
VIS001070,M00566,V0038,Adventure Cinema,Movie Theater,2025-10-27,Salt Lake City
VIS001071,M00566,V0040,Super Wildlife Park,Wildlife Park,2025-12-02,Salt Lake City
VIS001072,M00566,V0024,Royal Ice Rink,Ice Skating,2025-12-26,Salt Lake City
VIS001073,M00566,V0007,Adventure Amusement Park,Amusement Park,2026-02-12,Salt Lake City
VIS001074,M00566,V0007,Adventure Amusement Park,Amusement Park,2026-02-22,Salt Lake City
VIS001075,M00566,V0036,Fun Putt-Putt,Mini Golf,2026-03-18,Salt Lake City
VIS001076,M00567,V0102,Big Skating Center,Ice Skating,2025-08-09,Dallas
VIS001077,M00567,V0118,Silver Golf Garden,Mini Golf,2025-08-30,Dallas
VIS001078,M00567,V0145,Sunny Boulder Zone,Rock Climbing,2025-12-30,Dallas
VIS001079,M00568,V0256,Big Ice Palace,Ice Skating,2025-09-18,Tucson
VIS001080,M00568,V0250,Big Wildlife Park,Wildlife Park,2025-10-19,Tucson
VIS001081,M00568,V0256,Big Ice Palace,Ice Skating,2025-10-31,Tucson
VIS001082,M00568,V0243,Star Nature Reserve,Wildlife Park,2026-02-06,Tucson
VIS001083,M00568,V0254,Big Theme Park,Amusement Park,2026-02-23,Tucson
VIS001084,M00568,V0251,Mega Swing Away,Batting Cages,2026-02-23,Tucson
VIS001085,M00568,V0256,Big Ice Palace,Ice Skating,2026-03-11,Tucson
VIS001086,M00569,V0348,Rainbow Wildlife Park,Wildlife Park,2025-11-14,El Paso
VIS001087,M00569,V0347,Happy Lanes,Bowling,2025-11-30,El Paso
VIS001088,M00569,V0341,Adventure Garden Park,Botanical Garden,2025-12-09,El Paso
VIS001089,M00571,V0193,Magic Trampoline Park,Trampoline Park,2026-02-05,Austin
VIS001090,M00572,V0073,Lucky Safari Zone,Wildlife Park,2025-12-21,Phoenix
VIS001091,M00572,V0048,Super Wildlife Center,Zoo,2025-12-31,Phoenix
VIS001092,M00572,V0068,Lucky Film Center,Movie Theater,2026-02-25,Phoenix
VIS001093,M00573,V0044,Little Putt-Putt,Mini Golf,2025-10-14,Salt Lake City
VIS001094,M00574,V0256,Big Ice Palace,Ice Skating,2026-02-10,Tucson
VIS001095,M00575,V0330,Fun Tag Arena,Laser Tag,2026-04-03,Idaho Falls
VIS001096,M00576,V0180,Sunny Cinema,Movie Theater,2025-08-03,Houston
VIS001097,M00576,V0175,Adventure Speedway,Go-Karts,2025-08-11,Houston
VIS001098,M00576,V0174,Star Swing Away,Batting Cages,2025-08-18,Houston
VIS001099,M00576,V0166,Family Safari Zone,Wildlife Park,2025-09-06,Houston
VIS001100,M00576,V0153,Big Speedway,Go-Karts,2025-10-14,Houston
VIS001101,M00576,V0179,Super Mini Golf,Mini Golf,2025-10-23,Houston
VIS001102,M00576,V0172,Grand Safari Zone,Wildlife Park,2025-12-03,Houston
VIS001103,M00576,V0147,Magic Climbing Gym,Rock Climbing,2025-12-21,Houston
VIS001104,M00576,V0166,Family Safari Zone,Wildlife Park,2026-01-06,Houston
VIS001105,M00576,V0158,Magic Bounce House,Trampoline Park,2026-01-08,Houston
VIS001106,M00576,V0179,Super Mini Golf,Mini Golf,2026-01-31,Houston
VIS001107,M00576,V0180,Sunny Cinema,Movie Theater,2026-03-02,Houston
VIS001108,M00577,V0371,Happy Tag Arena,Laser Tag,2026-03-27,Fort Worth
VIS001109,M00578,V0105,Wild Theme Park,Amusement Park,2025-11-23,Dallas
VIS001110,M00579,V0049,Super Aquarium,Aquarium,2026-02-02,Phoenix
VIS001111,M00579,V0084,Epic Spray Park,Splash Pad,2026-02-27,Phoenix
VIS001112,M00580,V0015,Super Escape Room,Escape Room,2026-01-25,Salt Lake City
VIS001113,M00581,V0339,Star Amusement Park,Amusement Park,2025-10-08,El Paso
VIS001114,M00581,V0339,Star Amusement Park,Amusement Park,2025-12-16,El Paso
VIS001115,M00581,V0350,Grand Game Zone,Arcade,2026-02-14,El Paso
VIS001116,M00582,V0329,Silver Speedway,Go-Karts,2025-06-26,Idaho Falls
VIS001117,M00582,V0329,Silver Speedway,Go-Karts,2025-07-01,Idaho Falls
VIS001118,M00583,V0102,Big Skating Center,Ice Skating,2025-06-20,Dallas
VIS001119,M00583,V0139,Fun Ice Palace,Ice Skating,2025-07-11,Dallas
VIS001120,M00583,V0102,Big Skating Center,Ice Skating,2025-10-23,Dallas
VIS001121,M00583,V0118,Silver Golf Garden,Mini Golf,2025-11-05,Dallas
VIS001122,M00583,V0117,Sunny Ice Rink,Ice Skating,2025-12-10,Dallas
VIS001123,M00583,V0139,Fun Ice Palace,Ice Skating,2026-03-07,Dallas
VIS001124,M00585,V0276,Cool Mystery Room,Escape Room,2026-02-21,San Antonio
VIS001125,M00586,V0123,Little Aquarium,Aquarium,2025-10-24,Dallas
VIS001126,M00586,V0133,Sunny Rock Wall,Rock Climbing,2025-10-25,Dallas
VIS001127,M00586,V0111,Happy Putt-Putt,Mini Golf,2025-12-24,Dallas
VIS001128,M00586,V0132,Rainbow Swing Away,Batting Cages,2026-01-21,Dallas
VIS001129,M00586,V0123,Little Aquarium,Aquarium,2026-02-01,Dallas
VIS001130,M00586,V0140,Silver Rock Wall,Rock Climbing,2026-02-04,Dallas
VIS001131,M00586,V0121,Super Lanes,Bowling,2026-02-10,Dallas
VIS001132,M00586,V0121,Super Lanes,Bowling,2026-03-24,Dallas
VIS001133,M00587,V0020,Sunny Amusement Park,Amusement Park,2025-09-04,Salt Lake City
VIS001134,M00587,V0020,Sunny Amusement Park,Amusement Park,2025-12-21,Salt Lake City
VIS001135,M00588,V0255,Big Play Palace,Arcade,2025-11-03,Tucson
VIS001136,M00588,V0245,Sunny Raceway,Go-Karts,2026-01-09,Tucson
VIS001137,M00588,V0249,Magic Trampoline Park,Trampoline Park,2026-02-20,Tucson
VIS001138,M00588,V0254,Big Theme Park,Amusement Park,2026-03-08,Tucson
VIS001139,M00590,V0346,Golden Putt-Putt,Mini Golf,2025-08-31,El Paso
VIS001140,M00590,V0344,Star Bounce House,Trampoline Park,2026-01-17,El Paso
VIS001141,M00590,V0346,Golden Putt-Putt,Mini Golf,2026-02-20,El Paso
VIS001142,M00590,V0344,Star Bounce House,Trampoline Park,2026-02-23,El Paso
VIS001143,M00591,V0078,Grand Science Center,Science Center,2025-09-16,Phoenix
VIS001144,M00591,V0066,Family Golf Garden,Mini Golf,2025-10-24,Phoenix
VIS001145,M00591,V0071,Cool Nature Reserve,Wildlife Park,2025-11-26,Phoenix
VIS001146,M00591,V0054,Happy Rock Wall,Rock Climbing,2025-12-09,Phoenix
VIS001147,M00591,V0047,Sunny Wildlife Park,Wildlife Park,2026-01-29,Phoenix
VIS001148,M00591,V0071,Cool Nature Reserve,Wildlife Park,2026-02-22,Phoenix
VIS001149,M00592,V0256,Big Ice Palace,Ice Skating,2026-04-10,Tucson
VIS001150,M00593,V0261,Family Animal Park,Zoo,2025-09-09,San Antonio
VIS001151,M00594,V0094,Happy Aqua World,Water Park,2025-05-16,Phoenix
VIS001152,M00594,V0082,Mega Escape Room,Escape Room,2025-08-02,Phoenix
VIS001153,M00594,V0055,Mega Museum,Museum,2025-09-01,Phoenix
VIS001154,M00594,V0088,Grand Trampoline Park,Trampoline Park,2025-11-07,Phoenix
VIS001155,M00594,V0046,Cool Aquarium,Aquarium,2026-01-15,Phoenix
VIS001156,M00594,V0076,Adventure Game Zone,Arcade,2026-03-24,Phoenix
VIS001157,M00594,V0073,Lucky Safari Zone,Wildlife Park,2026-04-07,Phoenix
VIS001158,M00595,V0301,Royal Batting Cages,Batting Cages,2026-01-01,Provo
VIS001159,M00595,V0294,Family Trampoline Park,Trampoline Park,2026-03-29,Provo
VIS001160,M00596,V0108,Mega Discovery Lab,Science Center,2025-11-22,Dallas
VIS001161,M00597,V0376,Rainbow Safari Zone,Wildlife Park,2025-06-27,Fort Worth
VIS001162,M00597,V0361,Silver Museum,Museum,2026-03-08,Fort Worth
VIS001163,M00597,V0374,Wild Play Palace,Arcade,2026-03-27,Fort Worth
VIS001164,M00598,V0038,Adventure Cinema,Movie Theater,2025-10-23,Salt Lake City
VIS001165,M00598,V0006,Silver Botanical Garden,Botanical Garden,2026-03-31,Salt Lake City
VIS001166,M00599,V0081,Adventure STEM World,Science Center,2026-04-04,Phoenix
VIS001167,M00602,V0360,Super Laser Quest,Laser Tag,2025-07-04,Fort Worth
VIS001168,M00602,V0371,Happy Tag Arena,Laser Tag,2025-07-25,Fort Worth
VIS001169,M00602,V0360,Super Laser Quest,Laser Tag,2025-08-04,Fort Worth
VIS001170,M00602,V0364,Big Zoo,Zoo,2025-08-31,Fort Worth
VIS001171,M00602,V0371,Happy Tag Arena,Laser Tag,2025-09-06,Fort Worth
VIS001172,M00602,V0365,Royal Spray Park,Splash Pad,2026-03-23,Fort Worth
VIS001173,M00604,V0149,Sunny Splash Pad,Splash Pad,2026-02-12,Houston
VIS001174,M00605,V0099,Golden Water Park,Water Park,2025-06-01,Dallas
VIS001175,M00605,V0110,Lucky Wildlife Center,Zoo,2025-08-16,Dallas
VIS001176,M00607,V0179,Super Mini Golf,Mini Golf,2025-11-07,Houston
VIS001177,M00607,V0178,Sunny Amusement Park,Amusement Park,2025-11-11,Houston
VIS001178,M00607,V0161,Wild Splash Zone,Water Park,2025-12-08,Houston
VIS001179,M00607,V0172,Grand Safari Zone,Wildlife Park,2026-03-05,Houston
VIS001180,M00608,V0235,Mega Sea Life Center,Aquarium,2025-12-09,Boise
VIS001181,M00608,V0226,Big Game Zone,Arcade,2026-03-03,Boise
VIS001182,M00608,V0237,Silver Fun Park,Amusement Park,2026-03-22,Boise
VIS001183,M00610,V0097,Wild Wildlife Center,Zoo,2026-03-27,Phoenix
VIS001184,M00611,V0060,Adventure Botanical Garden,Botanical Garden,2026-03-09,Phoenix
VIS001185,M00617,V0252,Fun Animal Park,Zoo,2025-10-01,Tucson
VIS001186,M00618,V0302,Happy Aqua World,Water Park,2025-12-16,Provo
VIS001187,M00618,V0296,Fun Nature Center,Botanical Garden,2026-02-19,Provo
VIS001188,M00619,V0180,Sunny Cinema,Movie Theater,2025-10-10,Houston
VIS001189,M00619,V0148,Wild Skating Center,Ice Skating,2025-11-14,Houston
VIS001190,M00619,V0179,Super Mini Golf,Mini Golf,2026-01-24,Houston
VIS001191,M00619,V0151,Fun Rock Wall,Rock Climbing,2026-01-31,Houston
VIS001192,M00619,V0149,Sunny Splash Pad,Splash Pad,2026-03-10,Houston
VIS001193,M00619,V0180,Sunny Cinema,Movie Theater,2026-03-10,Houston
VIS001194,M00619,V0168,Silver Animal Park,Zoo,2026-03-23,Houston
VIS001195,M00620,V0216,Rainbow Arcade,Arcade,2026-04-04,Austin
VIS001196,M00622,V0278,Mega Bounce House,Trampoline Park,2025-09-26,San Antonio
VIS001197,M00623,V0239,Rainbow Golf Garden,Mini Golf,2025-07-27,Boise
VIS001198,M00624,V0320,Mega Rock Wall,Rock Climbing,2025-12-10,Mesa
VIS001199,M00624,V0306,Fun Ocean World,Aquarium,2026-01-31,Mesa
VIS001200,M00624,V0307,Epic Garden Park,Botanical Garden,2026-03-27,Mesa
VIS001201,M00627,V0031,Adventure Garden Park,Botanical Garden,2026-04-04,Salt Lake City
VIS001202,M00631,V0237,Silver Fun Park,Amusement Park,2025-11-05,Boise
VIS001203,M00633,V0149,Sunny Splash Pad,Splash Pad,2026-02-21,Houston
VIS001204,M00634,V0317,Lucky Batting Cages,Batting Cages,2025-07-22,Mesa
VIS001205,M00634,V0315,Mega STEM World,Science Center,2025-07-23,Mesa
VIS001206,M00634,V0317,Lucky Batting Cages,Batting Cages,2025-08-25,Mesa
VIS001207,M00634,V0320,Mega Rock Wall,Rock Climbing,2025-09-10,Mesa
VIS001208,M00634,V0308,Big Aquarium,Aquarium,2025-10-31,Mesa
VIS001209,M00634,V0323,Sunny Nature Reserve,Wildlife Park,2025-12-01,Mesa
VIS001210,M00634,V0308,Big Aquarium,Aquarium,2026-01-17,Mesa
VIS001211,M00634,V0323,Sunny Nature Reserve,Wildlife Park,2026-03-05,Mesa
VIS001212,M00634,V0323,Sunny Nature Reserve,Wildlife Park,2026-03-17,Mesa
VIS001213,M00635,V0256,Big Ice Palace,Ice Skating,2026-01-23,Tucson
VIS001214,M00636,V0038,Adventure Cinema,Movie Theater,2026-02-08,Salt Lake City
VIS001215,M00640,V0141,Family Climbing Gym,Rock Climbing,2025-07-29,Dallas
VIS001216,M00640,V0113,Little Aqua World,Water Park,2025-08-23,Dallas
VIS001217,M00640,V0122,Big Splash Pad,Splash Pad,2025-10-15,Dallas
VIS001218,M00640,V0135,Lucky Fun Park,Amusement Park,2025-10-22,Dallas
VIS001219,M00640,V0102,Big Skating Center,Ice Skating,2025-10-23,Dallas
VIS001220,M00640,V0145,Sunny Boulder Zone,Rock Climbing,2025-11-24,Dallas
VIS001221,M00642,V0248,Golden Movie House,Movie Theater,2025-11-13,Tucson
VIS001222,M00642,V0248,Golden Movie House,Movie Theater,2026-02-27,Tucson
VIS001223,M00643,V0108,Mega Discovery Lab,Science Center,2025-12-31,Dallas
VIS001224,M00644,V0164,Cool Wildlife Park,Wildlife Park,2026-02-13,Houston
VIS001225,M00646,V0211,Fun Sea Life Center,Aquarium,2025-09-07,Austin
VIS001226,M00647,V0105,Wild Theme Park,Amusement Park,2025-07-30,Dallas
VIS001227,M00648,V0211,Fun Sea Life Center,Aquarium,2026-03-29,Austin
VIS001228,M00651,V0356,Little Mini Golf,Mini Golf,2025-06-08,Fort Worth
VIS001229,M00651,V0360,Super Laser Quest,Laser Tag,2025-12-04,Fort Worth
VIS001230,M00651,V0365,Royal Spray Park,Splash Pad,2026-02-19,Fort Worth
VIS001231,M00652,V0259,Mega Boulder Zone,Rock Climbing,2025-09-29,Tucson
VIS001232,M00652,V0259,Mega Boulder Zone,Rock Climbing,2025-12-21,Tucson
VIS001233,M00652,V0259,Mega Boulder Zone,Rock Climbing,2026-04-11,Tucson
VIS001234,M00655,V0043,Silver Splash Pad,Splash Pad,2026-03-02,Salt Lake City
VIS001235,M00658,V0096,Wild Aquarium,Aquarium,2025-08-14,Phoenix
VIS001236,M00658,V0066,Family Golf Garden,Mini Golf,2025-08-28,Phoenix
VIS001237,M00658,V0074,Big Mini Golf,Mini Golf,2025-10-11,Phoenix
VIS001238,M00658,V0095,Rainbow Boulder Zone,Rock Climbing,2026-01-13,Phoenix
VIS001239,M00658,V0087,Family Amusement Park,Amusement Park,2026-01-27,Phoenix
VIS001240,M00659,V0239,Rainbow Golf Garden,Mini Golf,2025-10-20,Boise
VIS001241,M00659,V0226,Big Game Zone,Arcade,2025-11-24,Boise
VIS001242,M00659,V0235,Mega Sea Life Center,Aquarium,2026-02-13,Boise
VIS001243,M00659,V0237,Silver Fun Park,Amusement Park,2026-02-23,Boise
VIS001244,M00663,V0073,Lucky Safari Zone,Wildlife Park,2026-02-25,Phoenix
VIS001245,M00663,V0073,Lucky Safari Zone,Wildlife Park,2026-03-14,Phoenix
VIS001246,M00666,V0304,Royal Water Park,Water Park,2026-02-08,Provo
VIS001247,M00668,V0123,Little Aquarium,Aquarium,2025-09-24,Dallas
VIS001248,M00668,V0120,Lucky Putt-Putt,Mini Golf,2025-10-16,Dallas
VIS001249,M00668,V0123,Little Aquarium,Aquarium,2025-11-15,Dallas
VIS001250,M00668,V0109,Grand Mini Golf,Mini Golf,2026-01-17,Dallas
VIS001251,M00668,V0123,Little Aquarium,Aquarium,2026-02-05,Dallas
VIS001252,M00668,V0121,Super Lanes,Bowling,2026-02-05,Dallas
VIS001253,M00668,V0132,Rainbow Swing Away,Batting Cages,2026-02-06,Dallas
VIS001254,M00668,V0116,Wild Ice Palace,Ice Skating,2026-03-04,Dallas
VIS001255,M00668,V0126,Epic Nature Reserve,Wildlife Park,2026-03-25,Dallas
VIS001256,M00669,V0179,Super Mini Golf,Mini Golf,2026-03-24,Houston
VIS001257,M00670,V0021,Cool Museum,Museum,2025-07-23,Salt Lake City
VIS001258,M00670,V0036,Fun Putt-Putt,Mini Golf,2025-07-31,Salt Lake City
VIS001259,M00670,V0007,Adventure Amusement Park,Amusement Park,2025-08-15,Salt Lake City
VIS001260,M00670,V0026,Silver Nature Reserve,Wildlife Park,2025-08-30,Salt Lake City
VIS001261,M00670,V0036,Fun Putt-Putt,Mini Golf,2025-10-27,Salt Lake City
VIS001262,M00670,V0008,Grand Go-Karts,Go-Karts,2025-11-06,Salt Lake City
VIS001263,M00670,V0007,Adventure Amusement Park,Amusement Park,2025-12-19,Salt Lake City
VIS001264,M00670,V0045,Royal Tag Arena,Laser Tag,2026-01-09,Salt Lake City
VIS001265,M00671,V0015,Super Escape Room,Escape Room,2025-07-09,Salt Lake City
VIS001266,M00673,V0235,Mega Sea Life Center,Aquarium,2025-08-29,Boise
VIS001267,M00673,V0223,Big Raceway,Go-Karts,2025-09-08,Boise
VIS001268,M00673,V0230,Family Batting Cages,Batting Cages,2025-09-26,Boise
VIS001269,M00673,V0232,Mega Cinema,Movie Theater,2025-10-20,Boise
VIS001270,M00673,V0230,Family Batting Cages,Batting Cages,2025-10-27,Boise
VIS001271,M00673,V0235,Mega Sea Life Center,Aquarium,2025-11-11,Boise
VIS001272,M00673,V0230,Family Batting Cages,Batting Cages,2026-01-04,Boise
VIS001273,M00675,V0073,Lucky Safari Zone,Wildlife Park,2025-12-08,Phoenix
VIS001274,M00675,V0073,Lucky Safari Zone,Wildlife Park,2026-01-26,Phoenix
VIS001275,M00676,V0058,Royal Amusement Park,Amusement Park,2025-12-02,Phoenix
VIS001276,M00676,V0047,Sunny Wildlife Park,Wildlife Park,2025-12-12,Phoenix
VIS001277,M00676,V0064,Little Hit Zone,Batting Cages,2026-01-15,Phoenix
VIS001278,M00676,V0047,Sunny Wildlife Park,Wildlife Park,2026-03-17,Phoenix
VIS001279,M00677,V0208,Little Mystery Room,Escape Room,2025-05-19,Austin
VIS001280,M00677,V0207,Magic Water Play,Splash Pad,2025-09-18,Austin
VIS001281,M00677,V0198,Fun Bounce House,Trampoline Park,2025-10-11,Austin
VIS001282,M00677,V0191,Adventure Mystery Room,Escape Room,2025-10-13,Austin
VIS001283,M00677,V0211,Fun Sea Life Center,Aquarium,2025-11-12,Austin
VIS001284,M00677,V0218,Star Ocean World,Aquarium,2025-12-04,Austin
VIS001285,M00677,V0209,Cool Game Zone,Arcade,2026-01-18,Austin
VIS001286,M00677,V0190,Little Mini Golf,Mini Golf,2026-01-20,Austin
VIS001287,M00677,V0193,Magic Trampoline Park,Trampoline Park,2026-02-18,Austin
VIS001288,M00678,V0172,Grand Safari Zone,Wildlife Park,2025-05-31,Houston
VIS001289,M00678,V0160,Wild Tag Arena,Laser Tag,2025-10-04,Houston
VIS001290,M00678,V0160,Wild Tag Arena,Laser Tag,2025-12-16,Houston
VIS001291,M00678,V0160,Wild Tag Arena,Laser Tag,2025-12-22,Houston
VIS001292,M00678,V0157,Adventure Golf Garden,Mini Golf,2025-12-27,Houston
VIS001293,M00678,V0177,Big Fun Park,Amusement Park,2026-01-24,Houston
VIS001294,M00678,V0172,Grand Safari Zone,Wildlife Park,2026-03-19,Houston
VIS001295,M00679,V0227,Lucky Ice Rink,Ice Skating,2025-09-14,Boise
VIS001296,M00679,V0233,Cool Spray Park,Splash Pad,2026-03-02,Boise
VIS001297,M00680,V0235,Mega Sea Life Center,Aquarium,2025-05-19,Boise
VIS001298,M00680,V0222,Super Movie House,Movie Theater,2025-06-16,Boise
VIS001299,M00680,V0232,Mega Cinema,Movie Theater,2025-06-22,Boise
VIS001300,M00680,V0232,Mega Cinema,Movie Theater,2025-07-25,Boise
